Name,Year,Price,MSRP,Mileage,Engine,Power,Seats,Depreciation,Car_Age,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Automatic,Transmission_Manual
Hyundai Grand i10 1.2 Kappa Magna,2018,4.77,6.32,18.9,1197.0,81.86,5.0,1.5500000000000007,7,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Asta,2017,5.98,7.82,18.9,1197.0,81.86,5.0,1.8399999999999999,8,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Magna,2017,5.0,6.4,18.9,1197.0,81.86,5.0,1.4000000000000004,8,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Magna AT,2018,6.76,7.37,18.9,1197.0,81.86,5.0,0.6100000000000003,7,0,0,1,1,0
Hyundai Grand i10 1.2 Kappa Sportz,2015,4.3,6.82,18.9,1197.0,81.86,5.0,2.5200000000000005,10,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Asta,2018,6.5,7.54,18.9,1197.0,81.86,5.0,1.04,7,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Asta,2016,6.01,8.1,18.9,1197.0,81.86,5.0,2.09,9,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Sportz,2018,6.03,6.62,18.9,1197.0,81.86,5.0,0.5899999999999999,7,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Magna,2018,5.53,6.32,18.9,1197.0,81.86,5.0,0.79,7,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Sportz,2019,6.17,6.68,18.9,1197.0,81.86,5.0,0.5099999999999998,6,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Magna,2018,4.8,6.4,18.9,1197.0,81.86,5.0,1.6000000000000005,7,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Asta,2017,5.66,7.48,18.9,1197.0,81.86,5.0,1.8200000000000003,8,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,7.55,8.63,18.9,1197.0,81.86,5.0,1.080000000000001,7,0,0,1,1,0
Hyundai Grand i10 1.2 Kappa Magna,2017,4.75,6.54,18.9,1197.0,81.86,5.0,1.79,8,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Asta,2017,5.99,7.82,18.9,1197.0,81.86,5.0,1.83,8,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Sportz,2017,5.87,7.45,18.9,1197.0,81.86,5.0,1.58,8,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Magna,2017,4.9,6.54,18.9,1197.0,81.86,5.0,1.6399999999999997,8,0,0,1,0,1
Hyundai Grand i10 1.2 Kappa Magna AT,2018,6.2,7.98,18.9,1197.0,81.86,5.0,1.7800000000000002,7,0,0,1,1,0
Volkswagen Polo 1.0 MPI Trendline,2019,5.68,6.74,18.78,999.0,75.0,5.0,1.0600000000000005,6,0,0,1,0,1
Volkswagen Polo 1.0 MPI Comfortline,2016,5.5,7.33,18.78,999.0,75.0,5.0,1.83,9,0,0,1,0,1
Maruti Ertiga VXI AT Petrol,2017,8.0,10.65,18.69,1462.0,103.0,7.0,2.6500000000000004,8,0,0,1,1,0
Hyundai Elite i20 Asta Option,2017,7.53,9.78,18.6,1197.0,81.86,5.0,2.249999999999999,8,0,0,1,0,1
Hyundai Elite i20 Sportz Plus,2017,6.28,8.03,18.6,1197.0,81.86,5.0,1.7499999999999991,8,0,0,1,0,1
Hyundai Elite i20 Asta Option,2019,8.78,9.78,18.6,1197.0,81.86,5.0,1.0,6,0,0,1,0,1
BMW 5 Series 530d M Sport,2016,48.0,78.31,18.59,2993.0,265.0,5.0,30.310000000000002,9,1,0,0,1,0
BMW X3 xDrive 20d Luxury Line,2018,61.25,70.55,18.56,1995.0,190.0,5.0,9.299999999999997,7,1,0,0,1,0
BMW X3 xDrive 20d xLine,2017,32.57,64.76,18.56,1995.0,190.0,5.0,32.190000000000005,8,1,0,0,1,0
Audi A6 35 TDI Matrix,2015,35.5,67.67,18.53,1968.0,187.74,5.0,32.17,10,1,0,0,1,0
Audi A6 35 TDI Matrix,2017,39.84,69.37,18.53,1968.0,187.74,5.0,29.53,8,1,0,0,1,0
Audi Q3 30 TDI Premium FWD,2018,32.73,44.8,18.51,1968.0,147.51,5.0,12.07,7,1,0,0,1,0
Audi Q3 30 TDI Premium FWD,2017,27.0,44.75,18.51,1968.0,147.51,5.0,17.75,8,1,0,0,1,0
Honda Brio 1.2 S MT,2015,3.95,6.23,18.5,1198.0,86.8,5.0,2.2800000000000002,10,0,0,1,0,1
Audi A4 35 TDI Technology,2017,43.0,55.61,18.25,1968.0,187.74,5.0,12.61,8,1,0,0,1,0
Audi A4 35 TDI Premium Plus,2015,21.66,50.4,18.25,1968.0,187.74,5.0,28.74,10,1,0,0,1,0
Audi A4 35 TDI Technology,2015,25.0,55.61,18.25,1968.0,187.74,5.0,30.61,10,1,0,0,1,0
Honda Jazz VX,2018,8.46,9.1,18.2,1199.0,88.7,5.0,0.6399999999999988,7,0,0,1,0,1
Honda Jazz V,2016,5.9,8.71,18.2,1199.0,88.7,5.0,2.8100000000000005,9,0,0,1,0,1
Honda Jazz VX,2017,7.9,9.1,18.2,1199.0,88.7,5.0,1.1999999999999993,8,0,0,1,0,1
Honda Jazz V,2015,6.3,8.79,18.2,1199.0,88.7,5.0,2.4899999999999993,10,0,0,1,0,1
Honda Jazz V,2017,6.8,8.71,18.2,1199.0,88.7,5.0,1.910000000000001,8,0,0,1,0,1
Honda Jazz VX,2015,4.85,8.85,18.2,1199.0,88.7,5.0,4.0,10,0,0,1,0,1
Skoda Superb Style 2.0 TDI AT,2015,15.5,36.94,18.19,1968.0,174.5,5.0,21.439999999999998,10,1,0,0,1,0
Skoda Superb L&K 2.0 TDI AT,2017,25.75,40.73,18.19,1968.0,174.5,5.0,14.979999999999997,8,1,0,0,1,0
Skoda Superb Style 2.0 TDI AT,2017,22.99,36.94,18.19,1968.0,174.5,5.0,13.95,8,1,0,0,1,0
Toyota Etios Liva 1.2 VX Dual Tone,2019,7.27,7.59,18.16,1197.0,78.9,5.0,0.3200000000000003,6,0,0,1,0,1
Mahindra E Verito D4,2016,13.0,13.58,18.158496150556033,72.0,41.0,5.0,0.5800000000000001,9,0,1,0,1,0
Mahindra KUV 100 G80 K6 Plus 5Str,2017,4.5,7.35,18.15,1198.0,82.0,5.0,2.8499999999999996,8,0,0,1,0,1
Mahindra KUV 100 G80 K8,2018,6.25,7.88,18.15,1198.0,82.0,6.0,1.63,7,0,0,1,0,1
Mahindra KUV 100 G80 K8 Dual Tone,2018,5.5,7.96,18.15,1198.0,82.0,6.0,2.46,7,0,0,1,0,1
Honda City i-VTEC CVT V,2019,11.66,13.4,18.0,1497.0,117.3,5.0,1.7400000000000002,6,0,0,1,1,0
Honda City i-VTEC CVT VX,2015,10.65,16.04,18.0,1497.0,117.3,5.0,5.389999999999999,10,0,0,1,1,0
Honda City i-VTEC CVT VX,2015,8.95,15.29,18.0,1497.0,117.3,5.0,6.34,10,0,0,1,1,0
Honda City i-VTEC CVT VX,2017,7.7,14.67,18.0,1497.0,117.3,5.0,6.97,8,0,0,1,1,0
Honda City i-VTEC CVT VX,2017,11.6,15.29,18.0,1497.0,117.3,5.0,3.6899999999999995,8,0,0,1,1,0
Honda City i-VTEC CVT ZX,2018,14.21,17.38,18.0,1497.0,117.3,5.0,3.169999999999998,7,0,0,1,1,0
Honda City i-VTEC CVT VX,2015,8.65,15.29,18.0,1497.0,117.3,5.0,6.639999999999999,10,0,0,1,1,0
Honda City i-VTEC CVT ZX,2017,12.69,16.67,18.0,1497.0,117.3,5.0,3.980000000000002,8,0,0,1,1,0
Mercedes-Benz E-Class E 350 d,2019,78.8,92.5,18.0,2987.0,258.0,5.0,13.700000000000003,6,1,0,0,1,0
Honda City i-VTEC CVT VX,2018,12.5,15.17,18.0,1497.0,117.3,5.0,2.67,7,0,0,1,1,0
Honda City i-VTEC CVT VX,2018,11.97,15.55,18.0,1497.0,117.3,5.0,3.58,7,0,0,1,1,0
Mercedes-Benz GLE 250d,2017,57.0,79.43,17.9,2143.0,201.15,5.0,22.430000000000007,8,1,0,0,1,0
Mercedes-Benz CLA 200 CDI Sport,2019,25.75,43.07,17.9,2143.0,136.0,5.0,17.32,6,1,0,0,1,0
Mercedes-Benz GLA Class 200 d Sport,2017,23.5,41.94,17.9,2143.0,136.0,5.0,18.439999999999998,8,1,0,0,1,0
Mercedes-Benz GLE 250d,2017,56.73,78.76,17.9,2143.0,201.15,5.0,22.03000000000001,8,1,0,0,1,0
Mercedes-Benz CLA 200 CDI Sport,2017,27.87,45.36,17.9,2143.0,136.0,5.0,17.49,8,1,0,0,1,0
Mercedes-Benz CLA 200 CDI Sport,2019,30.77,43.07,17.9,2143.0,136.0,5.0,12.3,6,1,0,0,1,0
Mercedes-Benz GLE 250d,2016,56.0,78.76,17.9,2143.0,201.15,5.0,22.760000000000005,9,1,0,0,1,0
Mercedes-Benz GLA Class 200 d Style,2016,24.46,38.72,17.9,2143.0,136.0,5.0,14.259999999999998,9,1,0,0,1,0
Mercedes-Benz GLC 220d 4MATIC Sport,2017,45.0,64.14,17.9,2143.0,170.0,5.0,19.14,8,1,0,0,1,0
Mercedes-Benz GLA Class 200 d Sport,2018,28.9,41.94,17.9,2143.0,136.0,5.0,13.04,7,1,0,0,1,0
Mercedes-Benz CLA 200 CDI Sport,2017,27.0,42.4,17.9,2143.0,136.0,5.0,15.399999999999999,8,1,0,0,1,0
Mercedes-Benz GLE 250d,2016,49.0,79.43,17.9,2143.0,201.15,5.0,30.430000000000007,9,1,0,0,1,0
Mercedes-Benz GLC 220d 4MATIC Style,2018,48.5,59.77,17.9,2143.0,170.0,5.0,11.270000000000003,7,1,0,0,1,0
Mercedes-Benz GLC 220d 4MATIC Style,2017,46.95,59.77,17.9,2143.0,170.0,5.0,12.82,8,1,0,0,1,0
Mercedes-Benz GLC 220d 4MATIC Style,2019,50.97,64.57,17.9,2143.0,170.0,5.0,13.599999999999994,6,1,0,0,1,0
Audi A4 30 TFSI Premium Plus,2017,21.73,47.16,17.84,1395.0,147.51,5.0,25.429999999999996,8,0,0,1,1,0
Toyota Etios Liva 1.2 G,2015,4.57,6.41,17.71,1197.0,78.9,5.0,1.8399999999999999,10,0,0,1,0,1
Hyundai Creta 1.6 SX Automatic Diesel,2018,11.25,17.0,17.6,1582.0,126.2,5.0,5.75,7,1,0,0,1,0
Tata Hexa XTA,2016,13.5,21.0,17.6,2179.0,153.86,7.0,7.5,9,1,0,0,1,0
Tata Hexa XT,2017,12.0,19.86,17.6,2179.0,153.86,7.0,7.859999999999999,8,1,0,0,0,1
Tata Hexa XTA,2019,17.85,22.74,17.6,2179.0,153.86,7.0,4.889999999999997,6,1,0,0,1,0
Hyundai Creta 1.6 SX Automatic Diesel,2016,12.5,18.35,17.6,1582.0,126.2,5.0,5.850000000000001,9,1,0,0,1,0
Tata Hexa XT,2017,14.25,20.87,17.6,2179.0,153.86,7.0,6.620000000000001,8,1,0,0,0,1
Tata Zest Revotron 1.2T XE,2017,4.25,6.83,17.57,1193.0,88.7,5.0,2.58,8,0,0,1,0,1
Tata Zest Revotron 1.2T XM,2015,4.52,7.63,17.57,1193.0,88.7,5.0,3.1100000000000003,10,0,0,1,0,1
Tata Zest Revotron 1.2T XMS,2015,4.0,7.69,17.57,1193.0,88.7,5.0,3.6900000000000004,10,0,0,1,0,1
Tata Bolt Revotron XT,2016,4.0,7.77,17.57,1193.0,88.7,5.0,3.7699999999999996,9,0,0,1,0,1
Tata Zest Revotron 1.2 XT,2015,5.0,8.09,17.57,1193.0,88.7,5.0,3.09,10,0,0,1,0,1
Tata Zest Revotron 1.2 XT,2015,5.27,8.69,17.57,1193.0,88.7,5.0,3.42,10,0,0,1,0,1
Tata Zest Revotron 1.2T XM,2016,4.0,7.63,17.57,1193.0,88.7,5.0,3.63,9,0,0,1,0,1
Tata Zest Revotron 1.2T XE,2017,4.5,6.62,17.57,1193.0,88.7,5.0,2.12,8,0,0,1,0,1
Tata Zest Revotron 1.2T XE,2017,4.5,6.67,17.57,1193.0,88.7,5.0,2.17,8,0,0,1,0,1
Tata Zest Revotron 1.2T XE,2017,4.8,6.59,17.57,1193.0,88.7,5.0,1.79,8,0,0,1,0,1
Tata Zest Revotron 1.2T XM,2017,4.65,7.63,17.57,1193.0,88.7,5.0,2.9799999999999995,8,0,0,1,0,1
Honda WRV i-VTEC VX,2017,8.25,10.32,17.5,1199.0,88.7,5.0,2.0700000000000003,8,0,0,1,0,1
Honda WRV i-VTEC VX,2018,9.9,10.57,17.5,1199.0,88.7,5.0,0.6699999999999999,7,0,0,1,0,1
Honda WRV i-VTEC VX,2017,8.9,10.83,17.5,1199.0,88.7,5.0,1.9299999999999997,8,0,0,1,0,1
Honda WRV i-VTEC VX,2018,9.29,10.57,17.5,1199.0,88.7,5.0,1.2800000000000011,7,0,0,1,0,1
Honda WR-V Edge Edition i-VTEC S,2019,8.2,9.36,17.5,1199.0,88.7,5.0,1.1600000000000001,6,0,0,1,0,1
Mahindra NuvoSport N8,2017,7.57,11.77,17.45,1493.0,100.0,7.0,4.199999999999999,8,1,0,0,0,1
Mahindra NuvoSport N6,2017,6.5,10.52,17.45,1493.0,100.0,7.0,4.02,8,1,0,0,0,1
Mahindra NuvoSport N6,2018,7.29,10.52,17.45,1493.0,100.0,7.0,3.2299999999999995,7,1,0,0,0,1
Mini Cooper 3 DOOR S,2016,28.95,39.27,17.44,1998.0,189.08,4.0,10.320000000000004,9,0,0,1,1,0
Honda City i-VTEC VX,2017,10.0,12.68,17.4,1497.0,117.3,5.0,2.6799999999999997,8,0,0,1,0,1
Honda City i-VTEC VX,2017,11.15,13.76,17.4,1497.0,117.3,5.0,2.6099999999999994,8,0,0,1,0,1
Honda City i-VTEC V,2017,8.5,12.57,17.4,1497.0,117.3,5.0,4.07,8,0,0,1,0,1
Honda City i-VTEC V,2018,10.07,11.88,17.4,1497.0,117.3,5.0,1.8100000000000005,7,0,0,1,0,1
Volkswagen Polo GT TSI,2017,7.75,11.26,17.21,1197.0,103.5,5.0,3.51,8,0,0,1,1,0
Volkswagen Polo GT TSI,2017,8.25,11.26,17.21,1197.0,103.5,5.0,3.01,8,0,0,1,1,0
Volkswagen Polo GT TSI,2016,7.25,11.26,17.21,1197.0,103.5,5.0,4.01,9,0,0,1,1,0
Volkswagen Polo GT TSI,2017,8.27,11.66,17.21,1197.0,103.5,5.0,3.3900000000000006,8,0,0,1,1,0
Volkswagen Polo GT TSI,2015,7.4,10.83,17.21,1197.0,103.5,5.0,3.4299999999999997,10,0,0,1,1,0
Hyundai i20 Active SX Dual Tone Petrol,2019,8.6,10.25,17.19,1197.0,81.86,5.0,1.6500000000000004,6,0,0,1,0,1
Hyundai i20 Active SX Petrol,2017,6.9,9.74,17.19,1197.0,81.86,5.0,2.84,8,0,0,1,0,1
Jeep Compass 2.0 Longitude,2018,19.05,22.46,17.1,1956.0,170.0,5.0,3.41,7,1,0,0,0,1
Jeep Compass 2.0 Sport,2017,15.0,18.45,17.1,1956.0,170.0,5.0,3.4499999999999993,8,1,0,0,0,1
Jeep Compass 2.0 Longitude,2018,17.55,21.38,17.1,1956.0,170.0,5.0,3.8299999999999983,7,1,0,0,0,1
Jeep Compass 2.0 Longitude,2018,19.46,21.72,17.1,1956.0,170.0,5.0,2.259999999999998,7,1,0,0,0,1
Jeep Compass 2.0 Limited,2018,18.5,23.89,17.1,1956.0,170.0,5.0,5.390000000000001,7,1,0,0,0,1
Jeep Compass 2.0 Sport,2017,16.9,19.91,17.1,1956.0,170.0,5.0,3.0100000000000016,8,1,0,0,0,1
Jeep Compass 2.0 Limited,2018,19.0,22.95,17.1,1956.0,170.0,5.0,3.9499999999999993,7,1,0,0,0,1
Jeep Compass 2.0 Limited Option Black,2017,17.45,24.02,17.1,1956.0,170.0,5.0,6.57,8,1,0,0,0,1
Jeep Compass 2.0 Longitude,2018,17.02,21.38,17.1,1956.0,170.0,5.0,4.359999999999999,7,1,0,0,0,1
Volkswagen Tiguan 2.0 TDI Highline,2017,24.9,36.45,17.06,1968.0,141.0,5.0,11.550000000000004,8,1,0,0,1,0
BMW X1 M Sport sDrive 20d,2016,29.5,50.97,17.05,1995.0,190.0,5.0,21.47,9,1,0,0,1,0
BMW X1 M Sport sDrive 20d,2017,30.29,50.97,17.05,1995.0,190.0,5.0,20.68,8,1,0,0,1,0
Hyundai Verna VTVT 1.6 AT SX Plus,2019,11.5,13.49,17.0,1591.0,121.3,5.0,1.9900000000000002,6,0,0,1,1,0
Ford EcoSport 1.5 Petrol Trend,2016,6.0,9.47,17.0,1497.0,121.36,5.0,3.4700000000000006,9,0,0,1,0,1
Hyundai Verna VTVT 1.6 AT SX Option,2015,7.2,15.14,17.0,1591.0,121.3,5.0,7.94,10,0,0,1,1,0
Volkswagen Ameo 1.2 MPI Highline,2017,6.69,8.38,17.0,1198.0,73.75,5.0,1.6900000000000004,8,0,0,1,0,1
Volkswagen Ameo 1.2 MPI Highline,2017,7.23,8.68,17.0,1198.0,73.75,5.0,1.4499999999999993,8,0,0,1,0,1
Tata Nexon 1.2 Revotron XZ Plus,2018,9.62,11.13,17.0,1198.0,108.5,5.0,1.5100000000000016,7,0,0,1,0,1
Hyundai Verna VTVT 1.6 SX Option,2016,7.97,13.6,17.0,1591.0,121.3,5.0,5.63,9,0,0,1,0,1
Hyundai Verna VTVT 1.6 SX Option,2019,11.88,13.6,17.0,1591.0,121.3,5.0,1.7199999999999989,6,0,0,1,0,1
Hyundai Verna VTVT 1.6 AT SX Option,2018,12.85,15.14,17.0,1591.0,121.3,5.0,2.290000000000001,7,0,0,1,1,0
Volkswagen Ameo 1.2 MPI Highline,2018,7.27,8.68,17.0,1198.0,73.75,5.0,1.4100000000000001,7,0,0,1,0,1
Hyundai Verna VTVT 1.6 SX,2018,8.7,11.19,17.0,1591.0,121.3,5.0,2.49,7,0,0,1,0,1
Volkswagen Ameo 1.2 MPI Highline,2016,5.75,8.09,17.0,1198.0,73.75,5.0,2.34,9,0,0,1,0,1
Ford EcoSport 1.5 Petrol Titanium,2017,8.75,11.27,17.0,1497.0,121.36,5.0,2.5199999999999996,8,0,0,1,0,1
Ford EcoSport 1.5 Petrol Titanium,2018,9.2,11.06,17.0,1497.0,121.36,5.0,1.8600000000000012,7,0,0,1,0,1
Mini Cooper Convertible S,2016,35.0,44.28,16.82,1998.0,189.08,4.0,9.280000000000001,9,0,0,1,1,0
Mini Cooper Convertible S,2017,35.98,44.28,16.82,1998.0,189.08,4.0,8.300000000000004,8,0,0,1,1,0
Mini Cooper Convertible S,2017,35.67,44.28,16.82,1998.0,189.08,4.0,8.61,8,0,0,1,1,0
Volvo V40 D3 R Design,2015,24.0,37.9,16.8,1969.0,150.0,5.0,13.899999999999999,10,1,0,0,1,0
Mahindra Thar CRDe,2017,9.66,11.71,16.55,2498.0,105.0,6.0,2.0500000000000007,8,1,0,0,0,1
Mahindra Thar CRDe,2016,9.25,11.39,16.55,2498.0,105.0,6.0,2.1400000000000006,9,1,0,0,0,1
Honda Brio 1.2 VX AT,2017,5.99,8.05,16.5,1198.0,86.8,5.0,2.0600000000000005,8,0,0,1,1,0
Jeep Compass 2.0 Limited 4X4,2018,21.69,26.95,16.3,1956.0,170.0,5.0,5.259999999999998,7,1,0,0,0,1
Jeep Compass 2.0 Limited 4X4,2017,20.0,24.26,16.3,1956.0,170.0,5.0,4.260000000000002,8,1,0,0,0,1
Jeep Compass 2.0 Limited 4X4,2019,23.91,26.95,16.3,1956.0,170.0,5.0,3.039999999999999,6,1,0,0,0,1
Jeep Compass 2.0 Limited Option 4X4,2017,20.0,25.54,16.3,1956.0,170.0,5.0,5.539999999999999,8,1,0,0,0,1
Jeep Compass 2.0 Limited Option 4X4,2017,17.5,23.19,16.3,1956.0,170.0,5.0,5.690000000000001,8,1,0,0,0,1
Mercedes-Benz E-Class E 220 d,2018,56.5,70.55,16.1,1950.0,194.0,5.0,14.049999999999997,7,1,0,0,1,0
Volkswagen Vento 1.6 Comfortline,2017,7.1,11.48,16.09,1598.0,103.5,5.0,4.380000000000001,8,0,0,1,0,1
